batch,acc,data,epoch
2075,0.76666667,8112,1
2076,0.76666667,8120,1
2077,0.76666667,8128,1
2078,0.76666667,8136,1
2079,0.76666667,8144,1
2080,0.76666667,8152,1
2081,0.76666667,8160,1
2082,0.76666667,8168,1
2083,0.76666667,8176,1
2084,0.76666667,8184,1
2086,0.76666667,8192,1
2087,0.76666667,8200,1
2088,0.76666667,8208,1
2089,0.76666667,8216,1
2090,0.76666667,8224,1
2091,0.76666667,8232,1
2092,0.76666667,8240,1
2093,0.76666667,8248,1
2094,0.76666667,8256,1
2095,0.76666667,8264,1
2096,0.76666667,8272,1
2097,0.76666667,8280,1
2098,0.76666667,8288,1
2099,0.76666667,8296,1
2100,0.76666667,8304,1
2101,0.76666667,8312,1
2102,0.76666667,8320,1
2103,0.76666667,8328,1
2104,0.76666667,8336,1
2105,0.76666667,8344,1
2106,0.76666667,8352,1
2107,0.76666667,8360,1
2108,0.76666667,8368,1
2109,0.76666667,8376,1
2110,0.76666667,8384,1
2111,0.76666667,8392,1
2112,0.76666667,8400,1
2113,0.76666667,8408,1
2114,0.76666667,8416,1
2115,0.76666667,8424,1
2117,0.76666667,8432,1
2118,0.76666667,8440,1
2121,0.76666667,8448,1
2122,0.76666667,8456,1
2124,0.76666667,8464,1
2125,0.76666667,8472,1
2129,0.76666667,8480,1
2134,0.76666667,8488,1
2135,0.76666667,8496,1
2143,0.76666667,8504,1
2147,0.76666667,8512,1
2149,0.76666667,8520,1
2150,0.76666667,8528,1
2152,0.76666667,8536,1
2158,0.76666667,8544,1
2159,0.76666667,8552,1
2160,0.76666667,8560,1
2161,0.76666667,8568,1
2163,0.76666667,8576,1
2164,0.76666667,8584,1
2165,0.76666667,8592,1
2166,0.76666667,8600,1
2168,0.76666667,8608,1
2169,0.76666667,8616,1
2171,0.76666667,8624
